﻿id,authors,title,year,source,publisher,articleurl,citesurl,abstract,fulltexturl,relatedurl,String Search,v1_decision,v1_reason,v2_decision,v2_reason
214,"Z Liu, R Zeng, D Wang, G Peng, X Liu",Agents4plc: Automating closed-loop plc code generation and verification in industrial control systems using llm-based agents,2026,IEEE Transactions ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11410524/,"https://scholar.google.com/scholar?cites=11237804185752726486&as_sdt=2005&sciodt=0,5&hl=en"," for code generation and refinement, test case generation, test execution and feedback reporting respectively. These approaches all focus on Python language which is fundamentally ",https://arxiv.org/pdf/2410.14209,"https://scholar.google.com/scholar?q=related:1msw012z9JsJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-P, EC-O: Bi bo tập trung vào sinh và kiểm thử mà PLC cho hệ thống di?u khi?n cng nghi?p, không phải sinh Unit Test tự động cho Java/Python.",,
215,"X Wang, X Liu",Metamorphic testing of large language model question answering systems,2025,Eighth International Conference on Artificial ,spiedigitallibrary.org,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13993/139935I/Metamorphic-testing-of-large-language-model-question-answering-systems/10.1117/12.3093102.short,," three phases: 1) Define metamorphic testing relationship, explore the impact of prompt and input changes on system robustness, and design two relationships; 2) Test case generation, ",,"https://scholar.google.com/scholar?q=related:2sxRsSiMz98J:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-P, EC-O: Bi bo tập trung vào kiểm thử bi?n hnh (metamorphic testing) cho hệ thống h?i dp, không lin quan đến sinh unit test tự động. Không c thông tin và? GPT-4 hay độ phủ mà ngu?n.",,
216,"N Jambigi, B Bogacz, Mà Mueller",Fault localization via fine-tuning large language models with mutation generated stack traces,2025, IEEE Conference on ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10988982/,"https://scholar.google.com/scholar?cites=10007677839682041249&as_sdt=2005&sciodt=0,5&hl=en"," We use the Python Tree-sitter1 library to obtain the abstract syntax tree, identify nodes, and  Vincenzi, An initial investigation of ChatGPT unit test generation capability, in 8th Brazilian ",https://arxiv.org/pdf/2501.18005,"https://scholar.google.com/scholar?q=related:ofXL5Php4ooJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"EC-O: Bi bo tập trung vào fault localization, không phải sinh unit test tự động. IC-P: Tr?ng tìm c?t li không phải là sinh Unit Test.",,
217,"X Zhao, H Wang, JQ Ding, Z Hu, Q Tian",Augmenting software quality assurance with AI and automation using PyTest-BDD,2026,Automated Software ,Springer,https://link.springer.com/article/10.1007/s10515-025-00566-w,"https://scholar.google.com/scholar?cites=6166302819891723917&as_sdt=2005&sciodt=0,5&hl=en"," One key area where AI can revolutionize SQA is intelligent test case generation and prioritization. AI algorithms can analyze code, requirements, and user stories to automatically ",,"https://scholar.google.com/scholar?q=related:jb4ihb4bk1UJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"EC-O: Bi bo tập trung vào sinh test case và?i PyTest-BDD (Behavior-Driven Development), thứng dnh cho integration/acceptance testing, không phải unit test tự động. IC-I: Không đề cập sử dụng GPT-4 ho?c GPT-4o. IC-E: Không c số liệu và? Branch Coverage hay Mutation Score.",,
218,"Y Zhang, Mà De Sousa",Converting IEC 61131-3 LD into SFC Using Large Language Model: Dataset and Testing,2025,2025 IEEE 30th International ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11205542/,"https://scholar.google.com/scholar?cites=9902997168383355261&as_sdt=2005&sciodt=0,5&hl=en"," relies solely on conventional metrics used in LLM evaluation. In [5],  Python using LLMs. Despite these efforts, the evaluation methodology exhibits certain limitations: it relies on the LLM ",https://arxiv.org/pdf/2509.12593,"https://scholar.google.com/scholar?q=related:fWkw0XSDbokJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-P: Bi bo tập trung vào chuy?n d?i ngn ng? là?p trnh PLC (LD sang SFC), không lin quan đến sinh Unit Test tự động cho Java/Python.",,
219,"Mà Harman, P O'Hearn, S Sengupta",Harden and Catch for Just-in-Time Assured LLM-Based Software Testing: Open Research Challenges,2025,Proceedings of the 33rd ACM ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3696630.3734199,"https://scholar.google.com/scholar?cites=17986588789837999424&as_sdt=2005&sciodt=0,5&hl=en"," automated test generation at Meta, leading up to our current work on LLMbased automated unit test generation  , due to the familiar problem in Python that the unary not operator returns ",https://dl.acm.org/doi/pdf/10.1145/3696630.3734199,"https://scholar.google.com/scholar?q=related:QC1REzUznfkJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
220,Y Ebrahim,Making the Case for LLM-Generated Automated Program Repair Benchmarks,2025,2025 IEEE/ACIS 29th International Conference on ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11252591/,," We then explore how LLM-generated benchmarks can help overcome these obstacles. Finally, we address some potential concerns about LLM-generated benchmarks and propose a ",,"https://scholar.google.com/scholar?q=related:if8YHKVZxcoJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"EC-O: Bi bo tập trung vào Automated Program Repair (sửa lỗi chương trình), không phải sinh Unit Test tự động.",,
221,"B Yu, Y Zhu, P He, D Kang",Utboost: Rigorous evaluation of coding agents on swe-bench,2025, of the 63rd Annual Meeting of the ,aclanthology.org,https://aclanthology.org/2025.acl-long.189/,"https://scholar.google.com/scholar?cites=11182501873954298604&as_sdt=2005&sciodt=0,5&hl=en"," agents on real-world Python projects, we propose a novel LLM-based test case generator,  ) as the LLM. We set a context window of 10 lines of code for test case generation and use ",https://aclanthology.org/2025.acl-long.189.pdf,"https://scholar.google.com/scholar?q=related:7Jov-TQ6MJsJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,IC-I: Abstract không đề cập sử dụng GPT-4 ho?c GPT-4o; IC-E: Không c số liệu cụ thể và? Branch Coverage ho?c Mutation Score trong abstract.,,
222,"S Jang, Y Ryou, H Lee, K Heo",UnitCon: Synthesizing Targeted Unit Tests for Java Runtime Exceptions,2025,Proceedings of the ACM on Software ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3729362,"https://scholar.google.com/scholar?cites=18094050204048994153&as_sdt=2005&sciodt=0,5&hl=en"," However, conventional unit test generation tools are mainly designed for regression tests by  of Java programs, our approach outperforms the state-of-the-art unit test generation tools. ",https://dl.acm.org/doi/pdf/10.1145/3729362,"https://scholar.google.com/scholar?q=related:aa9sUMv6GvsJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
223,"S Durai, S Komala, G Dillep",AI and Machine Learning Powered Impacted Test Case Generation From Multimodal User Stories Using Retrieval Augmented Generation,2026,2026 5th International ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11436709/,, LLM-Based Test Case Generation In the early research phase of studying the ability of  The backend of the application was developed in Python using Flask. FAISS was used for the ,,"https://scholar.google.com/scholar?q=related:yR00CX6IF98J:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-P: Bi bo tập trung vào sinh test case t? user stories (multimodal), không phải unit test tự động cho code (Java/Python). Nhi?u khả năng là acceptance test ho?c integration test.",,
224,"A Bandi, HST Nukala, B Tatavarthi",for Software Testing Using Generative AI,2025," , CA, USA, March 1718, 2025 ",Springer Nature,,,,,"https://scholar.google.com/scholar?q=related:OPsPbxez4wQJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"EC-S: S? trang là 0, dưới 4 trang (c th? là extended abstract ho?c không c n?i dung). IC-T: Không xc d?nh được tn h?i ngh?/t?p ch uy tn, ch? c d?a di?mà và ngy thông.",,
225,"S Rehan, B Al-Bander, A Al-Said Ahmad",Harnessing large language models for automated software testing: A leap towards scalable test case generation,2025,Electronics,mdpi.com,https://www.mdpi.com/2079-9292/14/7/1463,"https://scholar.google.com/scholar?cites=1760969295279974751&as_sdt=2005&sciodt=0,5&hl=en"," , with test case generation often being resource-intensive and time-consuming. This study leverages the Llama-2 large language model (LLM) to automate unit test generation for Java ",https://www.mdpi.com/2079-9292/14/7/1463,"https://scholar.google.com/scholar?q=related:X2mIeT44cBgJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
226,"HF Chang, Mà Shokrolah Shirazi",A systematic approach for assessing large language models' test case generation capability,2025,Software,mdpi.com,https://www.mdpi.com/2674-113X/4/1/5,"https://scholar.google.com/scholar?cites=7885411750562180985&as_sdt=2005&sciodt=0,5&hl=en"," For example, Java and Python use different syntax for combining predicates.  The untestable program is special when we investigate the LLMs ability of test case generation. It indicates ",https://www.mdpi.com/2674-113X/4/1/5,"https://scholar.google.com/scholar?q=related:eS_zWzWcbm0J:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
227,"A Celik, QH Mahmoud",A Review of Large Language Models for Automated Test Case Generation,2025,Machine Learning and Knowledge Extraction,mdpi.com,https://www.mdpi.com/2504-4990/7/3/97,"https://scholar.google.com/scholar?cites=2333160365625618330&as_sdt=2005&sciodt=0,5&hl=en"," This provides a state-of-the-art review of LLM-based test case generation, emphasizing the  One example is CAT-LM [20], a specialized LLM pretrained on Python and Java projects that ",https://www.mdpi.com/2504-4990/7/3/97,"https://scholar.google.com/scholar?q=related:mq8irf0MYSAJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
228,"A Guzu, G Nicolae, H Cucu, C Burileanu",Large language models for c test case generation: A comparative analysis,2025,Electronics,mdpi.com,https://www.mdpi.com/2079-9292/14/11/2284,"https://scholar.google.com/scholar?cites=13469792769878707688&as_sdt=2005&sciodt=0,5&hl=en"," of C semantics, and LLM architectures that are more aligned  evaluation of LLM-generated test suites for Python programs,  In contrast, LLM-based test case generation operates at a ",https://www.mdpi.com/2079-9292/14/11/2284,"https://scholar.google.com/scholar?q=related:6M2-fihR7roJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
229,"Mà Andrzejewski, N Dubicka, J Podolak, Mà Kowal",Automated Test Generation Using Large Language Models,2025,Data,mdpi.com,https://www.mdpi.com/2306-5729/10/10/156,"https://scholar.google.com/scholar?cites=9662854284159525133&as_sdt=2005&sciodt=0,5&hl=en"," Models (LLMs), in automating unit test generation in Python 3.13. We analyze tests, both those created by programmers and those generated by LLM models, for fifty source code cases. ",https://www.mdpi.com/2306-5729/10/10/156,"https://scholar.google.com/scholar?q=related:DaGwg8ZaGYYJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
230,"WC Oudraogo, Là Plein, K Kabore, A Habib",Enriching automatic test case generation by extracting relevant test inputs from bug reports,2025,Empirical Software ,Springer,https://link.springer.com/article/10.1007/s10664-025-10635-z,"https://scholar.google.com/scholar?cites=12246191441579823576&as_sdt=2005&sciodt=0,5&hl=en"," LLM filtering with traditional input extraction techniques significantly improves the relevance and effectiveness of automated test generation,  BRMiner leverages java parser and regular ",https://link.springer.com/article/10.1007/s10664-025-10635-z,"https://scholar.google.com/scholar?q=related:2FHLpjs286kJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
231,"J Liu, R Liang, X Zhu, Y Zhang, Y Liu, Q Liu",LLM4TDG: test-driven generation of large language models based on enhanced constraint reasoning,2025,Cybersecurity,Springer,https://link.springer.com/article/10.1186/s42400-024-00335-4,"https://scholar.google.com/scholar?cites=14854737266269236400&as_sdt=2005&sciodt=0,5&hl=en"," of LLM4TDG in test case generation using four general-domain  were conducted on a dataset of Python third-party libraries  to 0, ensuring that the LLM selects the token with the highest ",https://link.springer.com/article/10.1186/s42400-024-00335-4,"https://scholar.google.com/scholar?q=related:sCy8A9egJs4J:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
